2023-02-23 03:57:14 startup archives install
2023-02-23 04:00:40 install xfsprogs:amd64 <none> 5.13.0-1ubuntu2
2023-02-23 04:00:40 status half-installed xfsprogs:amd64 5.13.0-1ubuntu2
2023-02-23 04:00:40 status unpacked xfsprogs:amd64 5.13.0-1ubuntu2
2023-02-23 04:00:40 install zsys:amd64 <none> 0.5.9
2023-02-23 04:00:40 status half-installed zsys:amd64 0.5.9
2023-02-23 04:00:40 status unpacked zsys:amd64 0.5.9
2023-02-23 04:00:40 install user-setup:all <none> 1.88ubuntu1
2023-02-23 04:00:40 status half-installed user-setup:all 1.88ubuntu1
2023-02-23 04:00:40 status unpacked user-setup:all 1.88ubuntu1
2023-02-23 04:00:40 install casper:amd64 <none> 1.470.2
2023-02-23 04:00:40 status half-installed casper:amd64 1.470.2
2023-02-23 04:00:40 status unpacked casper:amd64 1.470.2
2023-02-23 04:00:40 install ibus-unikey:amd64 <none> 0.7.0~beta1-1build2
2023-02-23 04:00:40 status half-installed ibus-unikey:amd64 0.7.0~beta1-1build2
2023-02-23 04:00:40 status unpacked ibus-unikey:amd64 0.7.0~beta1-1build2
2023-02-23 04:00:40 install zfs-initramfs:amd64 <none> 2.1.5-1ubuntu6~22.04.1
2023-02-23 04:00:40 status half-installed zfs-initramfs:amd64 2.1.5-1ubuntu6~22.04.1
2023-02-23 04:00:40 status unpacked zfs-initramfs:amd64 2.1.5-1ubuntu6~22.04.1
2023-02-23 04:00:40 startup packages configure
2023-02-23 04:00:40 configure libotf1:amd64 0.9.16-3build1 <none>
2023-02-23 04:00:40 status unpacked libotf1:amd64 0.9.16-3build1
2023-02-23 04:00:40 status half-configured libotf1:amd64 0.9.16-3build1
2023-02-23 04:00:40 status installed libotf1:amd64 0.9.16-3build1
2023-02-23 04:00:40 configure cryptsetup-bin:amd64 2:2.4.3-1ubuntu1.1 <none>
2023-02-23 04:00:40 status unpacked cryptsetup-bin:amd64 2:2.4.3-1ubuntu1.1
2023-02-23 04:00:40 status half-configured cryptsetup-bin:amd64 2:2.4.3-1ubuntu1.1
2023-02-23 04:00:40 status installed cryptsetup-bin:amd64 2:2.4.3-1ubuntu1.1
2023-02-23 04:00:40 configure python3-pam:amd64 0.4.2-13.4build4 <none>
2023-02-23 04:00:40 status unpacked python3-pam:amd64 0.4.2-13.4build4
2023-02-23 04:00:40 status half-configured python3-pam:amd64 0.4.2-13.4build4
2023-02-23 04:00:40 status installed python3-pam:amd64 0.4.2-13.4build4
2023-02-23 04:00:40 configure hunspell-pt-br:all 1:7.2.0-2 <none>
2023-02-23 04:00:40 status unpacked hunspell-pt-br:all 1:7.2.0-2
2023-02-23 04:00:40 status half-configured hunspell-pt-br:all 1:7.2.0-2
2023-02-23 04:00:40 status installed hunspell-pt-br:all 1:7.2.0-2
2023-02-23 04:00:40 configure thunderbird-locale-ru:amd64 1:102.7.1+build2-0ubuntu0.22.04.1 <none>
2023-02-23 04:00:40 status unpacked thunderbird-locale-ru:amd64 1:102.7.1+build2-0ubuntu0.22.04.1
2023-02-23 04:00:40 status half-configured thunderbird-locale-ru:amd64 1:102.7.1+build2-0ubuntu0.22.04.1
2023-02-23 04:00:40 status installed thunderbird-locale-ru:amd64 1:102.7.1+build2-0ubuntu0.22.04.1
2023-02-23 04:00:40 configure efibootmgr:amd64 17-1ubuntu2 <none>
2023-02-23 04:00:40 status unpacked efibootmgr:amd64 17-1ubuntu2
2023-02-23 04:00:40 status half-configured efibootmgr:amd64 17-1ubuntu2
2023-02-23 04:00:40 status installed efibootmgr:amd64 17-1ubuntu2
2023-02-23 04:00:40 configure wogerman:all 1:2-37 <none>
2023-02-23 04:00:40 status unpacked wogerman:all 1:2-37
2023-02-23 04:00:40 status half-configured wogerman:all 1:2-37
2023-02-23 04:00:41 status installed wogerman:all 1:2-37
2023-02-23 04:00:41 status triggers-pending dictionaries-common:all 1.28.14
2023-02-23 04:00:41 configure libnvpair3linux:amd64 2.1.5-1ubuntu6~22.04.1 <none>
2023-02-23 04:00:41 status unpacked libnvpair3linux:amd64 2.1.5-1ubuntu6~22.04.1
2023-02-23 04:00:41 status half-configured libnvpair3linux:amd64 2.1.5-1ubuntu6~22.04.1
2023-02-23 04:00:41 status installed libnvpair3linux:amd64 2.1.5-1ubuntu6~22.04.1
2023-02-23 04:00:41 configure ubiquity-ubuntu-artwork:all 22.04.19 <none>
2023-02-23 04:00:41 status unpacked ubiquity-ubuntu-artwork:all 22.04.19
2023-02-23 04:00:41 status half-configured ubiquity-ubuntu-artwork:all 22.04.19
2023-02-23 04:00:41 status installed ubiquity-ubuntu-artwork:all 22.04.19
2023-02-23 04:00:41 configure libreoffice-l10n-en-za:all 1:7.3.7-0ubuntu0.22.04.1 <none>
2023-02-23 04:00:41 status unpacked libreoffice-l10n-en-za:all 1:7.3.7-0ubuntu0.22.04.1
2023-02-23 04:00:41 status half-configured libreoffice-l10n-en-za:all 1:7.3.7-0ubuntu0.22.04.1
2023-02-23 04:00:42 status installed libreoffice-l10n-en-za:all 1:7.3.7-0ubuntu0.22.04.1
2023-02-23 04:00:42 configure thunderbird-locale-es:amd64 1:102.7.1+build2-0ubuntu0.22.04.1 <none>
2023-02-23 04:00:42 status unpacked thunderbird-locale-es:amd64 1:102.7.1+build2-0ubuntu0.22.04.1
2023-02-23 04:00:42 status half-configured thunderbird-locale-es:amd64 1:102.7.1+build2-0ubuntu0.22.04.1
2023-02-23 04:00:42 status installed thunderbird-locale-es:amd64 1:102.7.1+build2-0ubuntu0.22.04.1
2023-02-23 04:00:42 configure hunspell-de-ch-frami:all 1:7.2.0-2 <none>
2023-02-23 04:00:42 status unpacked hunspell-de-ch-frami:all 1:7.2.0-2
2023-02-23 04:00:42 status half-configured hunspell-de-ch-frami:all 1:7.2.0-2
2023-02-23 04:00:42 status installed hunspell-de-ch-frami:all 1:7.2.0-2
2023-02-23 04:00:42 configure hunspell-en-ca:all 1:2020.12.07-2 <none>
2023-02-23 04:00:42 status unpacked hunspell-en-ca:all 1:2020.12.07-2
2023-02-23 04:00:42 status half-configured hunspell-en-ca:all 1:2020.12.07-2
2023-02-23 04:00:42 status installed hunspell-en-ca:all 1:2020.12.07-2
2023-02-23 04:00:42 configure mythes-de-ch:all 20160424-4 <none>
2023-02-23 04:00:42 status unpacked mythes-de-ch:all 20160424-4
2023-02-23 04:00:42 status half-configured mythes-de-ch:all 20160424-4
2023-02-23 04:00:42 status installed mythes-de-ch:all 20160424-4
2023-02-23 04:00:42 configure gnome-user-docs-de:all 41.5-1ubuntu2 <none>
2023-02-23 04:00:42 status unpacked gnome-user-docs-de:all 41.5-1ubuntu2
2023-02-23 04:00:42 status half-configured gnome-user-docs-de:all 41.5-1ubuntu2
2023-02-23 04:00:42 status installed gnome-user-docs-de:all 41.5-1ubuntu2
2023-02-23 04:00:42 configure hyphen-en-gb:all 1:7.2.0-2 <none>
2023-02-23 04:00:42 status unpacked hyphen-en-gb:all 1:7.2.0-2
2023-02-23 04:00:42 status half-configured hyphen-en-gb:all 1:7.2.0-2
2023-02-23 04:00:42 status installed hyphen-en-gb:all 1:7.2.0-2
2023-02-23 04:00:42 configure reiserfsprogs:amd64 1:3.6.27-4build4 <none>
2023-02-23 04:00:42 status unpacked reiserfsprogs:amd64 1:3.6.27-4build4
2023-02-23 04:00:42 status half-configured reiserfsprogs:amd64 1:3.6.27-4build4
2023-02-23 04:00:42 status installed reiserfsprogs:amd64 1:3.6.27-4build4
2023-02-23 04:00:42 configure mokutil:amd64 0.4.0-1ubuntu2 <none>
2023-02-23 04:00:42 status unpacked mokutil:amd64 0.4.0-1ubuntu2
2023-02-23 04:00:42 status half-configured mokutil:amd64 0.4.0-1ubuntu2
2023-02-23 04:00:42 status installed mokutil:amd64 0.4.0-1ubuntu2
2023-02-23 04:00:42 configure ibus-table-cangjie3:all 1.8.2-3 <none>
2023-02-23 04:00:42 status unpacked ibus-table-cangjie3:all 1.8.2-3
2023-02-23 04:00:42 status half-configured ibus-table-cangjie3:all 1.8.2-3
2023-02-23 04:00:42 status installed ibus-table-cangjie3:all 1.8.2-3
2023-02-23 04:00:42 configure libdevmapper-event1.02.1:amd64 2:1.02.175-2.1ubuntu4 <none>
2023-02-23 04:00:42 status unpacked libdevmapper-event1.02.1:amd64 2:1.02.175-2.1ubuntu4
2023-02-23 04:00:42 status half-configured libdevmapper-event1.02.1:amd64 2:1.02.175-2.1ubuntu4
2023-02-23 04:00:42 status installed libdevmapper-event1.02.1:amd64 2:1.02.175-2.1ubuntu4
2023-02-23 04:00:42 configure mozc-server:amd64 2.26.4220.100+dfsg-5.2 <none>
2023-02-23 04:00:42 status unpacked mozc-server:amd64 2.26.4220.100+dfsg-5.2
2023-02-23 04:00:42 status half-configured mozc-server:amd64 2.26.4220.100+dfsg-5.2
2023-02-23 04:00:42 status installed mozc-server:amd64 2.26.4220.100+dfsg-5.2
2023-02-23 04:00:42 configure realmd:amd64 0.17.0-1ubuntu2 <none>
2023-02-23 04:00:42 status unpacked realmd:amd64 0.17.0-1ubuntu2
2023-02-23 04:00:42 status half-configured realmd:amd64 0.17.0-1ubuntu2
2023-02-23 04:00:42 status installed realmd:amd64 0.17.0-1ubuntu2
2023-02-23 04:00:42 configure hyphen-en-ca:all 0.10 <none>
2023-02-23 04:00:42 status unpacked hyphen-en-ca:all 0.10
2023-02-23 04:00:42 status half-configured hyphen-en-ca:all 0.10
2023-02-23 04:00:42 status installed hyphen-en-ca:all 0.10
2023-02-23 04:00:42 configure python3-icu:amd64 2.8.1-0ubuntu2 <none>
2023-02-23 04:00:42 status unpacked python3-icu:amd64 2.8.1-0ubuntu2
2023-02-23 04:00:42 status half-configured python3-icu:amd64 2.8.1-0ubuntu2
2023-02-23 04:00:43 status installed python3-icu:amd64 2.8.1-0ubuntu2
2023-02-23 04:00:43 configure gnome-user-docs-fr:all 41.5-1ubuntu2 <none>
2023-02-23 04:00:43 status unpacked gnome-user-docs-fr:all 41.5-1ubuntu2
2023-02-23 04:00:43 status half-configured gnome-user-docs-fr:all 41.5-1ubuntu2
2023-02-23 04:00:43 status installed gnome-user-docs-fr:all 41.5-1ubuntu2
2023-02-23 04:00:43 configure cryptsetup:amd64 2:2.4.3-1ubuntu1.1 <none>
2023-02-23 04:00:43 status unpacked cryptsetup:amd64 2:2.4.3-1ubuntu1.1
2023-02-23 04:00:43 status half-configured cryptsetup:amd64 2:2.4.3-1ubuntu1.1
2023-02-23 04:00:43 status installed cryptsetup:amd64 2:2.4.3-1ubuntu1.1
2023-02-23 04:00:43 configure ibus-table-quick-classic:all 1.8.2-3 <none>
2023-02-23 04:00:43 status unpacked ibus-table-quick-classic:all 1.8.2-3
2023-02-23 04:00:43 status half-configured ibus-table-quick-classic:all 1.8.2-3
2023-02-23 04:00:43 status installed ibus-table-quick-classic:all 1.8.2-3
2023-02-23 04:00:43 configure libreoffice-l10n-fr:all 1:7.3.7-0ubuntu0.22.04.1 <none>
2023-02-23 04:00:43 status unpacked libreoffice-l10n-fr:all 1:7.3.7-0ubuntu0.22.04.1
2023-02-23 04:00:43 status half-configured libreoffice-l10n-fr:all 1:7.3.7-0ubuntu0.22.04.1
2023-02-23 04:00:44 status installed libreoffice-l10n-fr:all 1:7.3.7-0ubuntu0.22.04.1
2023-02-23 04:00:44 configure libfile-fcntllock-perl:amd64 0.22-3build7 <none>
2023-02-23 04:00:44 status unpacked libfile-fcntllock-perl:amd64 0.22-3build7
2023-02-23 04:00:44 status half-configured libfile-fcntllock-perl:amd64 0.22-3build7
2023-02-23 04:00:44 status installed libfile-fcntllock-perl:amd64 0.22-3build7
2023-02-23 04:00:44 configure gnome-user-docs-zh-hans:all 41.5-1ubuntu2 <none>
2023-02-23 04:00:44 status unpacked gnome-user-docs-zh-hans:all 41.5-1ubuntu2
2023-02-23 04:00:44 status half-configured gnome-user-docs-zh-hans:all 41.5-1ubuntu2
2023-02-23 04:00:44 status installed gnome-user-docs-zh-hans:all 41.5-1ubuntu2
2023-02-23 04:00:44 configure thunderbird-locale-fr:amd64 1:102.7.1+build2-0ubuntu0.22.04.1 <none>
2023-02-23 04:00:44 status unpacked thunderbird-locale-fr:amd64 1:102.7.1+build2-0ubuntu0.22.04.1
2023-02-23 04:00:44 status half-configured thunderbird-locale-fr:amd64 1:102.7.1+build2-0ubuntu0.22.04.1
2023-02-23 04:00:44 status installed thunderbird-locale-fr:amd64 1:102.7.1+build2-0ubuntu0.22.04.1
2023-02-23 04:00:44 configure adcli:amd64 0.9.1-1ubuntu2 <none>
2023-02-23 04:00:44 status unpacked adcli:amd64 0.9.1-1ubuntu2
2023-02-23 04:00:44 status half-configured adcli:amd64 0.9.1-1ubuntu2
2023-02-23 04:00:44 status installed adcli:amd64 0.9.1-1ubuntu2
2023-02-23 04:00:44 configure mythes-es:all 1:7.2.0-2 <none>
2023-02-23 04:00:44 status unpacked mythes-es:all 1:7.2.0-2
2023-02-23 04:00:44 status half-configured mythes-es:all 1:7.2.0-2
2023-02-23 04:00:44 status installed mythes-es:all 1:7.2.0-2
2023-02-23 04:00:44 configure hyphen-it:all 1:7.2.0-2 <none>
2023-02-23 04:00:44 status unpacked hyphen-it:all 1:7.2.0-2
2023-02-23 04:00:44 status half-configured hyphen-it:all 1:7.2.0-2
2023-02-23 04:00:44 status installed hyphen-it:all 1:7.2.0-2
2023-02-23 04:00:44 configure btrfs-progs:amd64 5.16.2-1 <none>
2023-02-23 04:00:44 status unpacked btrfs-progs:amd64 5.16.2-1
2023-02-23 04:00:44 status half-configured btrfs-progs:amd64 5.16.2-1
2023-02-23 04:00:44 status installed btrfs-progs:amd64 5.16.2-1
2023-02-23 04:00:44 configure jfsutils:amd64 1.1.15-5build3 <none>
2023-02-23 04:00:44 status unpacked jfsutils:amd64 1.1.15-5build3
2023-02-23 04:00:44 status half-configured jfsutils:amd64 1.1.15-5build3
2023-02-23 04:00:44 status installed jfsutils:amd64 1.1.15-5build3
2023-02-23 04:00:44 configure wportuguese:all 20220219-1 <none>
2023-02-23 04:00:44 status unpacked wportuguese:all 20220219-1
2023-02-23 04:00:44 status half-configured wportuguese:all 20220219-1
2023-02-23 04:00:45 status installed wportuguese:all 20220219-1
2023-02-23 04:00:45 configure wngerman:all 20161207-9 <none>
2023-02-23 04:00:45 status unpacked wngerman:all 20161207-9
2023-02-23 04:00:45 status half-configured wngerman:all 20161207-9
2023-02-23 04:00:45 status installed wngerman:all 20161207-9
2023-02-23 04:00:45 configure libreoffice-l10n-zh-cn:all 1:7.3.7-0ubuntu0.22.04.1 <none>
2023-02-23 04:00:45 status unpacked libreoffice-l10n-zh-cn:all 1:7.3.7-0ubuntu0.22.04.1
2023-02-23 04:00:45 status half-configured libreoffice-l10n-zh-cn:all 1:7.3.7-0ubuntu0.22.04.1
2023-02-23 04:00:47 status installed libreoffice-l10n-zh-cn:all 1:7.3.7-0ubuntu0.22.04.1
2023-02-23 04:00:47 configure cifs-utils:amd64 2:6.14-1ubuntu0.1 <none>
2023-02-23 04:00:47 status unpacked cifs-utils:amd64 2:6.14-1ubuntu0.1
2023-02-23 04:00:47 status half-configured cifs-utils:amd64 2:6.14-1ubuntu0.1
2023-02-23 04:00:47 status installed cifs-utils:amd64 2:6.14-1ubuntu0.1
2023-02-23 04:00:47 configure m17n-db:all 1.8.0-3 <none>
2023-02-23 04:00:47 status unpacked m17n-db:all 1.8.0-3
2023-02-23 04:00:47 status half-configured m17n-db:all 1.8.0-3
2023-02-23 04:00:47 status installed m17n-db:all 1.8.0-3
2023-02-23 04:00:47 configure libreoffice-l10n-it:all 1:7.3.7-0ubuntu0.22.04.1 <none>
2023-02-23 04:00:47 status unpacked libreoffice-l10n-it:all 1:7.3.7-0ubuntu0.22.04.1
2023-02-23 04:00:47 status half-configured libreoffice-l10n-it:all 1:7.3.7-0ubuntu0.22.04.1
2023-02-23 04:00:48 status installed libreoffice-l10n-it:all 1:7.3.7-0ubuntu0.22.04.1
2023-02-23 04:00:48 configure libreoffice-l10n-pt:all 1:7.3.7-0ubuntu0.22.04.1 <none>
2023-02-23 04:00:48 status unpacked libreoffice-l10n-pt:all 1:7.3.7-0ubuntu0.22.04.1
2023-02-23 04:00:48 status half-configured libreoffice-l10n-pt:all 1:7.3.7-0ubuntu0.22.04.1
2023-02-23 04:00:50 status installed libreoffice-l10n-pt:all 1:7.3.7-0ubuntu0.22.04.1
2023-02-23 04:00:50 configure mythes-en-us:all 1:7.2.0-2 <none>
2023-02-23 04:00:50 status unpacked mythes-en-us:all 1:7.2.0-2
2023-02-23 04:00:50 status half-configured mythes-en-us:all 1:7.2.0-2
2023-02-23 04:00:50 status installed mythes-en-us:all 1:7.2.0-2
2023-02-23 04:00:50 configure fonts-arphic-uming:all 0.2.20080216.2-10ubuntu2 <none>
2023-02-23 04:00:50 status unpacked fonts-arphic-uming:all 0.2.20080216.2-10ubuntu2
2023-02-23 04:00:50 status half-configured fonts-arphic-uming:all 0.2.20080216.2-10ubuntu2
2023-02-23 04:00:50 status installed fonts-arphic-uming:all 0.2.20080216.2-10ubuntu2
2023-02-23 04:00:50 configure libm17n-0:amd64 1.8.0-4 <none>
2023-02-23 04:00:50 status unpacked libm17n-0:amd64 1.8.0-4
2023-02-23 04:00:50 status half-configured libm17n-0:amd64 1.8.0-4
2023-02-23 04:00:50 status installed libm17n-0:amd64 1.8.0-4
2023-02-23 04:00:50 configure wbrazilian:all 3.0~beta4-23 <none>
2023-02-23 04:00:50 status unpacked wbrazilian:all 3.0~beta4-23
2023-02-23 04:00:50 status half-configured wbrazilian:all 3.0~beta4-23
2023-02-23 04:00:50 status installed wbrazilian:all 3.0~beta4-23
2023-02-23 04:00:50 configure hyphen-en-us:all 2.8.8-7build2 <none>
2023-02-23 04:00:50 status unpacked hyphen-en-us:all 2.8.8-7build2
2023-02-23 04:00:50 status half-configured hyphen-en-us:all 2.8.8-7build2
2023-02-23 04:00:50 status installed hyphen-en-us:all 2.8.8-7build2
2023-02-23 04:00:50 configure thunderbird-locale-en:amd64 1:102.7.1+build2-0ubuntu0.22.04.1 <none>
2023-02-23 04:00:50 status unpacked thunderbird-locale-en:amd64 1:102.7.1+build2-0ubuntu0.22.04.1
2023-02-23 04:00:50 status half-configured thunderbird-locale-en:amd64 1:102.7.1+build2-0ubuntu0.22.04.1
2023-02-23 04:00:50 status installed thunderbird-locale-en:amd64 1:102.7.1+build2-0ubuntu0.22.04.1
2023-02-23 04:00:50 configure finalrd:all 9build1 <none>
2023-02-23 04:00:50 status unpacked finalrd:all 9build1
2023-02-23 04:00:50 status half-configured finalrd:all 9build1
2023-02-23 04:00:50 status installed finalrd:all 9build1
2023-02-23 04:00:50 configure hyphen-fr:all 1:7.2.0-2 <none>
2023-02-23 04:00:50 status unpacked hyphen-fr:all 1:7.2.0-2
2023-02-23 04:00:50 status half-configured hyphen-fr:all 1:7.2.0-2
2023-02-23 04:00:50 status installed hyphen-fr:all 1:7.2.0-2
2023-02-23 04:00:50 configure libreoffice-l10n-pt-br:all 1:7.3.7-0ubuntu0.22.04.1 <none>
2023-02-23 04:00:50 status unpacked libreoffice-l10n-pt-br:all 1:7.3.7-0ubuntu0.22.04.1
2023-02-23 04:00:50 status half-configured libreoffice-l10n-pt-br:all 1:7.3.7-0ubuntu0.22.04.1
2023-02-23 04:00:52 status installed libreoffice-l10n-pt-br:all 1:7.3.7-0ubuntu0.22.04.1
2023-02-23 04:00:52 configure ibus-m17n:amd64 1.4.9-1 <none>
2023-02-23 04:00:52 status unpacked ibus-m17n:amd64 1.4.9-1
2023-02-23 04:00:52 status half-configured ibus-m17n:amd64 1.4.9-1
2023-02-23 04:00:52 status triggers-awaited ibus-m17n:amd64 1.4.9-1
2023-02-23 04:00:52 configure gparted-common:all 1.3.1-1ubuntu1 <none>
2023-02-23 04:00:52 status unpacked gparted-common:all 1.3.1-1ubuntu1
2023-02-23 04:00:52 status half-configured gparted-common:all 1.3.1-1ubuntu1
2023-02-23 04:00:52 status installed gparted-common:all 1.3.1-1ubuntu1
2023-02-23 04:00:52 configure hunspell-fr-classical:all 1:7.0-1 <none>
2023-02-23 04:00:52 status unpacked hunspell-fr-classical:all 1:7.0-1
2023-02-23 04:00:52 status half-configured hunspell-fr-classical:all 1:7.0-1
2023-02-23 04:00:52 status installed hunspell-fr-classical:all 1:7.0-1
2023-02-23 04:00:52 configure gnome-user-docs-pt:all 41.5-1ubuntu2 <none>
2023-02-23 04:00:52 status unpacked gnome-user-docs-pt:all 41.5-1ubuntu2
2023-02-23 04:00:52 status half-configured gnome-user-docs-pt:all 41.5-1ubuntu2
2023-02-23 04:00:52 status installed gnome-user-docs-pt:all 41.5-1ubuntu2
2023-02-23 04:00:52 configure libreoffice-help-common:all 1:7.3.7-0ubuntu0.22.04.1 <none>
2023-02-23 04:00:52 status unpacked libreoffice-help-common:all 1:7.3.7-0ubuntu0.22.04.1
2023-02-23 04:00:52 status half-configured libreoffice-help-common:all 1:7.3.7-0ubuntu0.22.04.1
2023-02-23 04:00:52 status installed libreoffice-help-common:all 1:7.3.7-0ubuntu0.22.04.1
2023-02-23 04:00:52 configure rdate:amd64 1:1.10.2-1build1 <none>
2023-02-23 04:00:52 status unpacked rdate:amd64 1:1.10.2-1build1
2023-02-23 04:00:52 status half-configured rdate:amd64 1:1.10.2-1build1
2023-02-23 04:00:52 status installed rdate:amd64 1:1.10.2-1build1
2023-02-23 04:00:52 configure libreoffice-l10n-es:all 1:7.3.7-0ubuntu0.22.04.1 <none>
2023-02-23 04:00:52 status unpacked libreoffice-l10n-es:all 1:7.3.7-0ubuntu0.22.04.1
2023-02-23 04:00:52 status half-configured libreoffice-l10n-es:all 1:7.3.7-0ubuntu0.22.04.1
2023-02-23 04:00:53 status installed libreoffice-l10n-es:all 1:7.3.7-0ubuntu0.22.04.1
2023-02-23 04:00:53 configure libreoffice-l10n-en-gb:all 1:7.3.7-0ubuntu0.22.04.1 <none>
2023-02-23 04:00:53 status unpacked libreoffice-l10n-en-gb:all 1:7.3.7-0ubuntu0.22.04.1
2023-02-23 04:00:53 status half-configured libreoffice-l10n-en-gb:all 1:7.3.7-0ubuntu0.22.04.1
2023-02-23 04:00:55 status installed libreoffice-l10n-en-gb:all 1:7.3.7-0ubuntu0.22.04.1
2023-02-23 04:00:55 configure mythes-pt-pt:all 1:7.2.0-2 <none>
2023-02-23 04:00:55 status unpacked mythes-pt-pt:all 1:7.2.0-2
2023-02-23 04:00:55 status half-configured mythes-pt-pt:all 1:7.2.0-2
2023-02-23 04:00:55 status installed mythes-pt-pt:all 1:7.2.0-2
2023-02-23 04:00:55 configure thunderbird-locale-en-us:all 1:102.7.1+build2-0ubuntu0.22.04.1 <none>
2023-02-23 04:00:55 status unpacked thunderbird-locale-en-us:all 1:102.7.1+build2-0ubuntu0.22.04.1
2023-02-23 04:00:55 status half-configured thunderbird-locale-en-us:all 1:102.7.1+build2-0ubuntu0.22.04.1
2023-02-23 04:00:55 status installed thunderbird-locale-en-us:all 1:102.7.1+build2-0ubuntu0.22.04.1
2023-02-23 04:00:55 configure gtk-im-libthai:amd64 0.2.2-1build2 <none>
2023-02-23 04:00:55 status unpacked gtk-im-libthai:amd64 0.2.2-1build2
2023-02-23 04:00:55 status half-configured gtk-im-libthai:amd64 0.2.2-1build2
2023-02-23 04:00:55 status installed gtk-im-libthai:amd64 0.2.2-1build2
2023-02-23 04:00:55 configure gnome-user-docs-es:all 41.5-1ubuntu2 <none>
2023-02-23 04:00:55 status unpacked gnome-user-docs-es:all 41.5-1ubuntu2
2023-02-23 04:00:55 status half-configured gnome-user-docs-es:all 41.5-1ubuntu2
2023-02-23 04:00:55 status installed gnome-user-docs-es:all 41.5-1ubuntu2
2023-02-23 04:00:55 configure wswiss:all 20161207-9 <none>
2023-02-23 04:00:55 status unpacked wswiss:all 20161207-9
2023-02-23 04:00:55 status half-configured wswiss:all 20161207-9
2023-02-23 04:00:55 status installed wswiss:all 20161207-9
2023-02-23 04:00:55 configure libdmraid1.0.0.rc16:amd64 1.0.0.rc16-10ubuntu2 <none>
2023-02-23 04:00:55 status unpacked libdmraid1.0.0.rc16:amd64 1.0.0.rc16-10ubuntu2
2023-02-23 04:00:55 status half-configured libdmraid1.0.0.rc16:amd64 1.0.0.rc16-10ubuntu2
2023-02-23 04:00:55 status installed libdmraid1.0.0.rc16:amd64 1.0.0.rc16-10ubuntu2
2023-02-23 04:00:55 configure hunspell-de-at-frami:all 1:7.2.0-2 <none>
2023-02-23 04:00:55 status unpacked hunspell-de-at-frami:all 1:7.2.0-2
2023-02-23 04:00:55 status half-configured hunspell-de-at-frami:all 1:7.2.0-2
2023-02-23 04:00:55 status installed hunspell-de-at-frami:all 1:7.2.0-2
2023-02-23 04:00:55 configure hunspell-en-au:all 1:2020.12.07-2 <none>
2023-02-23 04:00:55 status unpacked hunspell-en-au:all 1:2020.12.07-2
2023-02-23 04:00:55 status half-configured hunspell-en-au:all 1:2020.12.07-2
2023-02-23 04:00:55 status installed hunspell-en-au:all 1:2020.12.07-2
2023-02-23 04:00:55 configure libhangul-data:all 0.1.0+git20191003-2ubuntu3 <none>
2023-02-23 04:00:55 status unpacked libhangul-data:all 0.1.0+git20191003-2ubuntu3
2023-02-23 04:00:55 status half-configured libhangul-data:all 0.1.0+git20191003-2ubuntu3
2023-02-23 04:00:55 status installed libhangul-data:all 0.1.0+git20191003-2ubuntu3
2023-02-23 04:00:55 configure hyphen-de:all 1:7.2.0-2 <none>
2023-02-23 04:00:55 status unpacked hyphen-de:all 1:7.2.0-2
2023-02-23 04:00:55 status half-configured hyphen-de:all 1:7.2.0-2
2023-02-23 04:00:55 status installed hyphen-de:all 1:7.2.0-2
2023-02-23 04:00:55 configure libmarisa0:amd64 0.2.6-9build1 <none>
2023-02-23 04:00:55 status unpacked libmarisa0:amd64 0.2.6-9build1
2023-02-23 04:00:55 status half-configured libmarisa0:amd64 0.2.6-9build1
2023-02-23 04:00:55 status installed libmarisa0:amd64 0.2.6-9build1
2023-02-23 04:00:55 configure thunderbird-locale-es-es:all 1:102.7.1+build2-0ubuntu0.22.04.1 <none>
2023-02-23 04:00:55 status unpacked thunderbird-locale-es-es:all 1:102.7.1+build2-0ubuntu0.22.04.1
2023-02-23 04:00:55 status half-configured thunderbird-locale-es-es:all 1:102.7.1+build2-0ubuntu0.22.04.1
2023-02-23 04:00:55 status installed thunderbird-locale-es-es:all 1:102.7.1+build2-0ubuntu0.22.04.1
2023-02-23 04:00:55 configure thunderbird-locale-zh-hant:amd64 1:102.7.1+build2-0ubuntu0.22.04.1 <none>
2023-02-23 04:00:55 status unpacked thunderbird-locale-zh-hant:amd64 1:102.7.1+build2-0ubuntu0.22.04.1
2023-02-23 04:00:55 status half-configured thunderbird-locale-zh-hant:amd64 1:102.7.1+build2-0ubuntu0.22.04.1
2023-02-23 04:00:55 status installed thunderbird-locale-zh-hant:amd64 1:102.7.1+build2-0ubuntu0.22.04.1
2023-02-23 04:00:55 configure witalian:all 1.10 <none>
2023-02-23 04:00:55 status unpacked witalian:all 1.10
2023-02-23 04:00:55 status half-configured witalian:all 1.10
2023-02-23 04:00:56 status installed witalian:all 1.10
2023-02-23 04:00:56 configure wspanish:all 1.0.29 <none>
2023-02-23 04:00:56 status unpacked wspanish:all 1.0.29
2023-02-23 04:00:56 status half-configured wspanish:all 1.0.29
2023-02-23 04:00:56 status installed wspanish:all 1.0.29
2023-02-23 04:00:56 configure libreoffice-help-it:all 1:7.3.7-0ubuntu0.22.04.1 <none>
2023-02-23 04:00:56 status unpacked libreoffice-help-it:all 1:7.3.7-0ubuntu0.22.04.1
2023-02-23 04:00:56 status half-configured libreoffice-help-it:all 1:7.3.7-0ubuntu0.22.04.1
